model,metric,quant_a,quant_b,n_patients,median_a,median_b,median_diff_a_minus_b,bca_ci_lo,bca_ci_hi,ci_method,ci_excludes_zero,wilcoxon_W,wilcoxon_p,alternative,effect_r_rb,n_nonzero_diffs,higher_is_better,omnibus_gated,p_holm,significant_05,sig_ci_agreement
Phi-4-mini-instruct,nli_contradiction_mean_mean,Q5_K_M,Q4_K_M,100,0.1012563287515342,0.08935879738540645,0.0057163977308436476,0.00010398953495380225,0.013783070041387305,bca,True,3250.0,0.9936627307688853,less,0.2871287128712871,100,False,False,1.0,False,False
Phi-4-mini-instruct,nli_contradiction_mean_mean,Q5_K_M,Q3_K_M,100,0.1012563287515342,0.0980140633832476,-0.006336066068945802,-0.011260221749729703,0.0015824566223718028,bca,False,1899.0,0.01568327212201304,less,-0.24792079207920792,100,False,False,0.0784163606100652,False,True
Phi-4-mini-instruct,nli_contradiction_mean_mean,Q4_K_M,Q3_K_M,100,0.08935879738540645,0.0980140633832476,-0.009777366765661849,-0.016430130327837307,-0.0053602043954826956,bca,True,1274.0,8.488249016241222e-06,less,-0.49544554455445544,100,False,False,5.092949409744733e-05,True,True
Qwen-MediCare-BD,nli_contradiction_mean_mean,Q6_K,Q5_K_M,99,0.1871617666743513,0.1926741303199839,0.002058747383049897,-0.008778437557131702,0.014715387116974801,bca,False,2481.0,0.5083539343635607,less,0.0024242424242424242,99,False,False,0.5083539343635607,False,True
Qwen-MediCare-BD,nli_contradiction_mean_mean,Q6_K,Q4_K_M,99,0.1871617666743513,0.1980997457674443,-0.009237487659115612,-0.01668645863683471,0.0010665771988075112,bca,False,1920.0,0.026365898721271395,less,-0.22424242424242424,99,False,False,0.07909769616381418,False,True
Qwen-MediCare-BD,nli_contradiction_mean_mean,Q6_K,Q3_K_M,99,0.1871617666743513,0.2271785363333902,-0.037096172940832894,-0.04922931798502109,-0.027075259429761273,bca,True,798.0,2.4107869161461763e-09,less,-0.6775757575757576,99,False,False,1.4464721496877059e-08,True,True
Qwen-MediCare-BD,nli_contradiction_mean_mean,Q5_K_M,Q4_K_M,99,0.1926741303199839,0.1980997457674443,-0.014175820475676892,-0.028765577104209072,0.004063684485178091,bca,False,2034.0,0.06187556771344227,less,-0.1781818181818182,99,False,False,0.12375113542688454,False,True
Qwen-MediCare-BD,nli_contradiction_mean_mean,Q5_K_M,Q3_K_M,99,0.1926741303199839,0.2271785363333902,-0.02811492742682961,-0.044654277793468505,-0.021670947650898414,bca,True,1058.0,3.792745449898882e-07,less,-0.5725252525252525,99,False,False,1.8963727249494408e-06,True,True
Qwen-MediCare-BD,nli_contradiction_mean_mean,Q4_K_M,Q3_K_M,99,0.1980997457674443,0.2271785363333902,-0.030541384630108304,-0.03754891115339881,-0.019371731959184707,bca,True,1368.0,5.582957162092029e-05,less,-0.44727272727272727,99,False,False,0.00022331828648368117,True,True
Gemma-3-4B-it,nli_contradiction_q90_mean,Q6_K,Q5_K_M,91,0.7677159825370578,0.7570191363215025,-0.0008838133432034212,-0.016079680241089633,0.006873251496649635,bca,False,2059.0,0.4464764051525117,less,-0.016244624940277116,91,False,False,1.0,False,True
Gemma-3-4B-it,nli_contradiction_q90_mean,Q6_K,Q4_K_M,91,0.7677159825370578,0.7479915942883143,0.021946839197680368,0.004772112455691535,0.04842650437453244,bca,True,2625.0,0.9823807021552802,less,0.25418060200668896,91,False,False,1.0,False,False
Gemma-3-4B-it,nli_contradiction_q90_mean,Q6_K,Q3_K_M,91,0.7677159825370578,0.6810008447406314,0.06497000025858224,0.04396709001856247,0.1015784532554842,bca,True,3403.0,0.999999891909518,less,0.6258958432871476,91,False,False,1.0,False,False
Gemma-3-4B-it,nli_contradiction_q90_mean,Q5_K_M,Q4_K_M,91,0.7570191363215025,0.7479915942883143,0.019488581364115465,-0.008002167295136265,0.04019519288434381,bca,False,2600.0,0.9776069704153784,less,0.2422360248447205,91,False,False,1.0,False,True
Gemma-3-4B-it,nli_contradiction_q90_mean,Q5_K_M,Q3_K_M,91,0.7570191363215025,0.6810008447406314,0.08117022005748342,0.05248151494065589,0.11361554819923131,bca,True,3305.0,0.9999991946295255,less,0.5790731008122313,91,False,False,1.0,False,False
Gemma-3-4B-it,nli_contradiction_q90_mean,Q4_K_M,Q3_K_M,91,0.7479915942883143,0.6810008447406314,0.052256601017587445,0.0136200628543508,0.09160060924914493,bca,True,2685.0,0.9904373668550339,less,0.2828475871954133,91,False,False,1.0,False,False
Phi-4-mini-instruct,nli_contradiction_q90_mean,Q6_K,Q5_K_M,100,0.29131223632546366,0.29922923545316493,0.010797233713122495,-0.0018157716251627348,0.021114374734310437,bca,False,2933.0,0.9196672054001995,less,0.1615841584158416,100,False,False,1.0,False,True
Phi-4-mini-instruct,nli_contradiction_q90_mean,Q6_K,Q4_K_M,100,0.29131223632546366,0.2533946776419219,0.027890086021092247,0.013221409949530277,0.042613854815566815,bca,True,3679.0,0.9999637345034281,less,0.45702970297029705,100,False,False,1.0,False,False
Phi-4-mini-instruct,nli_contradiction_q90_mean,Q6_K,Q3_K_M,100,0.29131223632546366,0.2771525176132127,0.0012814835331966673,-0.012520421064496592,0.018382379057585302,bca,False,2456.0,0.4062335910572493,less,-0.027326732673267327,100,False,False,1.0,False,True
Phi-4-mini-instruct,nli_contradiction_q90_mean,Q5_K_M,Q4_K_M,100,0.29922923545316493,0.2533946776419219,0.023121925163064244,0.00975809250761811,0.0377926896079252,bca,True,3429.0,0.9990589922002263,less,0.358019801980198,100,False,False,1.0,False,False
Phi-4-mini-instruct,nli_contradiction_q90_mean,Q5_K_M,Q3_K_M,100,0.29922923545316493,0.2771525176132127,-0.011121058694057752,-0.030974209490373605,0.01165323939059959,bca,False,2077.0,0.0617351521268398,less,-0.17742574257425742,100,False,False,0.308675760634199,False,True
Phi-4-mini-instruct,nli_contradiction_q90_mean,Q4_K_M,Q3_K_M,100,0.2533946776419219,0.2771525176132127,-0.02901828717754898,-0.0472858767526453,-0.015568072579722592,bca,True,1333.0,2.079331958998001e-05,less,-0.47207920792079205,100,False,False,0.00012475991753988007,True,True
Qwen-MediCare-BD,nli_contradiction_q90_mean,Q6_K,Q5_K_M,99,0.4254552564137088,0.4212914689296519,0.0355681611307917,0.013451068997783311,0.05816976041334659,bca,True,3371.0,0.999117899890397,less,0.362020202020202,99,False,False,0.999117899890397,False,False
Qwen-MediCare-BD,nli_contradiction_q90_mean,Q6_K,Q4_K_M,99,0.4254552564137088,0.4922031092807039,-0.042828146819768986,-0.07335014046866278,-0.022372781689623422,bca,True,1430.0,0.0001324779958019484,less,-0.4222222222222222,99,False,False,0.0003974339874058452,True,True
Qwen-MediCare-BD,nli_contradiction_q90_mean,Q6_K,Q3_K_M,99,0.4254552564137088,0.5300690464954108,-0.05956336710838861,-0.11196495768308666,-0.042667651147157204,bca,True,1037.0,2.5965614397453716e-07,less,-0.581010101010101,99,False,False,1.1853761245694148e-06,True,True
Qwen-MediCare-BD,nli_contradiction_q90_mean,Q5_K_M,Q4_K_M,99,0.4212914689296519,0.4922031092807039,-0.07878061048541019,-0.11951687080239276,-0.04370481855946973,bca,True,1032.0,2.3707522491388295e-07,less,-0.583030303030303,99,False,False,1.1853761245694148e-06,True,True
Qwen-MediCare-BD,nli_contradiction_q90_mean,Q5_K_M,Q3_K_M,99,0.4212914689296519,0.5300690464954108,-0.10816623742472825,-0.1699869570891061,-0.07907840839499347,bca,True,594.0,2.5975420271579712e-11,less,-0.76,99,False,False,1.5585252162947828e-10,True,True
Qwen-MediCare-BD,nli_contradiction_q90_mean,Q4_K_M,Q3_K_M,99,0.4922031092807039,0.5300690464954108,-0.03977458405611656,-0.09805282172600449,0.006174773649245235,bca,False,1786.0,0.008090445597684735,less,-0.2783838383838384,99,False,False,0.01618089119536947,True,False
