input_id,model,quant_level,n_pairs,n_skipped_pairs,nli_contradiction_max_mean,nli_contradiction_max_mean_std,nli_contradiction_mean_mean,nli_contradiction_mean_mean_std,nli_contradiction_q90_mean,nli_contradiction_q90_mean_std
MAIN-084,Qwen-MediCare-BD,Q3_K_M,190,0,0.7604500329489431,0.1692515035280738,0.2071865937936853,0.0604657111157973,0.593755094203187,0.1658578317419126
MAIN-084,Qwen-MediCare-BD,Q4_K_M,190,0,0.5672257865772411,0.221425626614861,0.1354705888722861,0.0560346045210213,0.3923984587312542,0.1686094740592829
MAIN-084,Qwen-MediCare-BD,Q5_K_M,190,0,0.4759115171188046,0.3690642753931983,0.1406098795448568,0.1071355913856472,0.3564472154481322,0.282108286322176
MAIN-084,Qwen-MediCare-BD,Q6_K,190,0,0.56177950501554,0.2022009699389409,0.1469820880525444,0.0676929192206527,0.4087593231068422,0.1716352437563486
MAIN-085,Gemma-3-4B-it,Q3_K_M,190,0,0.8977497255176834,0.0886016603662893,0.1249835288277408,0.0277685312957502,0.4732902177219257,0.1405879120806088
MAIN-085,Gemma-3-4B-it,Q4_K_M,190,0,0.93642537512669,0.0493958850685704,0.1515949022828258,0.0250923100731114,0.5922721106613121,0.1228130171758296
MAIN-085,Gemma-3-4B-it,Q5_K_M,190,0,0.9508178908453444,0.0379202721391513,0.135791514758675,0.0207915362661654,0.5221083783747349,0.1147132802390826
MAIN-085,Gemma-3-4B-it,Q6_K,190,0,0.885064857341929,0.081278408219315,0.1183108207056463,0.0285422995041371,0.420014652503644,0.135958528133591
MAIN-085,Phi-4-mini-instruct,Q3_K_M,190,0,0.2947843877740961,0.2019919619630305,0.0475882905187049,0.0428308081620677,0.130553987527126,0.1229595042519183
MAIN-085,Phi-4-mini-instruct,Q4_K_M,190,0,0.3968423089678919,0.2172131091922504,0.0890485147493441,0.1743954098628436,0.1618830531147726,0.1781352499266234
MAIN-085,Phi-4-mini-instruct,Q5_K_M,190,0,0.4583616677101961,0.2016109791748196,0.0707978609429028,0.0455873128765567,0.1829923961404787,0.141480852002886
MAIN-085,Phi-4-mini-instruct,Q6_K,190,0,0.3219271900979138,0.1998228900950835,0.0440320177239172,0.0362447592751,0.1123756369438714,0.1129231627354585
MAIN-085,Qwen-MediCare-BD,Q3_K_M,190,0,0.664441997484695,0.233456369707659,0.1888037118641911,0.1253647118273031,0.4734728422095664,0.2351381942637412
MAIN-085,Qwen-MediCare-BD,Q4_K_M,190,0,0.4050226475751652,0.2333051479742668,0.1019356465179932,0.0686577239310722,0.2689472127397841,0.1747434354800706
MAIN-085,Qwen-MediCare-BD,Q5_K_M,190,0,0.6351327683980494,0.3221421568283342,0.4142965816181859,0.3308336028637681,0.5636877715398417,0.3085764647342565
MAIN-085,Qwen-MediCare-BD,Q6_K,190,0,0.5576038190316035,0.2507826037884621,0.1758271967473349,0.1167569856011713,0.4192134564725346,0.2184912664552249
MAIN-086,Gemma-3-4B-it,Q3_K_M,190,0,0.9416667029889052,0.05076279166444,0.1765058465342874,0.026495793968723,0.6647563607018656,0.1018078093724128
MAIN-086,Gemma-3-4B-it,Q4_K_M,190,0,0.6855586331444424,0.1137086365264511,0.116869604748491,0.0290808059013027,0.3532978635659913,0.112546832491058
MAIN-086,Gemma-3-4B-it,Q5_K_M,190,0,0.9688133386253684,0.0411646992669665,0.2151972448345046,0.0348925801656989,0.7644045703139412,0.0960423186820831
MAIN-086,Gemma-3-4B-it,Q6_K,190,0,0.9228608833865832,0.0490724475057902,0.1820738166727778,0.02755453623334,0.6336994015288716,0.1030036797508267
MAIN-086,Phi-4-mini-instruct,Q3_K_M,190,0,0.5464062169039953,0.1979731073929669,0.0926930404364576,0.0380686649298231,0.2832998814554573,0.1381622234350959
