input_id,model,quant_level,n_pairs,n_skipped_pairs_x,bertscore_f1_mean,bertscore_f1_std,rougeL_f1_mean,rougeL_f1_std,n_skipped_pairs_y,medcon_f1_mean,medcon_f1_std,mean_cui_count,n_skipped_numeric,numeric_jaccard_mean,numeric_jaccard_std,mean_fact_count
MAIN-001,Qwen-MediCare-BD,Q6_K,190,0,0.7038457299533644,0.037304584013264995,0.3265230532830024,0.0739395287919058,0,0.405374752402379,0.11736421451717041,65.4,0,0.060187969924812026,0.14258101050598398,2.1
MAIN-002,Gemma-3-4B-it,Q3_K_M,0,190,,,,,190,,,,190,,,0.0
MAIN-002,Gemma-3-4B-it,Q4_K_M,190,0,0.8446663859643434,0.023890843856222328,0.6373607565599976,0.0628854393322449,0,0.7967503062266288,0.04540077379855167,102.3,0,1.0,0.0,1.0
MAIN-002,Gemma-3-4B-it,Q5_K_M,190,0,0.8449376639566923,0.033480637302673186,0.645800771089867,0.08629118893181267,0,0.8004447086363783,0.09041462725957522,95.65,0,1.0,0.0,1.0
MAIN-002,Gemma-3-4B-it,Q6_K,190,0,0.815436525721299,0.027955581900395366,0.5526634236363863,0.0790747241548001,0,0.653775053761133,0.07290682347748813,98.9,0,1.0,0.0,1.0
MAIN-002,Phi-4-mini-instruct,Q3_K_M,190,0,0.6556817886076476,0.039268445331817614,0.2917350859090431,0.08373137221817113,0,0.4578511939511221,0.12922975706674011,54.9,0,0.5741228070175438,0.3101908481301212,1.95
MAIN-002,Phi-4-mini-instruct,Q4_K_M,190,0,0.631282366733802,0.04413183104567714,0.2123712491137348,0.05379402180982942,0,0.488389378791074,0.1236604082138678,80.85,0,0.34210526315789475,0.3277696358531707,1.6
MAIN-002,Phi-4-mini-instruct,Q5_K_M,190,0,0.6439974413106316,0.03993024538118774,0.22174293796618977,0.06643319585950336,0,0.46996966448664906,0.12082319740212252,74.65,0,0.525877192982456,0.3011758596217279,1.5
MAIN-002,Phi-4-mini-instruct,Q6_K,190,0,0.658625706873442,0.04157971454239126,0.24196021476087537,0.052065676780566617,0,0.5318231859183961,0.10044679012080703,79.65,0,0.4754385964912281,0.23667103984412707,1.95
MAIN-002,Qwen-MediCare-BD,Q3_K_M,190,0,0.5882397375608746,0.11059489574292784,0.23348368040805817,0.1363264253588957,0,0.4049546319188699,0.14731998681456165,45.1,0,0.6776002506265664,0.38241011557671395,1.45
MAIN-002,Qwen-MediCare-BD,Q4_K_M,190,0,0.6185463944548055,0.05438355734030927,0.17872375184187983,0.060686901712269245,0,0.3526753487676147,0.1772492586305213,62.1,0,0.1247953216374269,0.2624722929569275,1.85
MAIN-002,Qwen-MediCare-BD,Q5_K_M,190,0,0.6302730320315612,0.06603556355554631,0.19818927243257212,0.10374481937675749,0,0.3091429644358127,0.15126078519171665,67.6,0,0.18583333333333332,0.2779416844465199,2.9
